smiles,predicted_prob,predicted_label
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(c3ccc(-c4ccc(N(C)C)cc4)s3)cc21,0.7794720532834046,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cccc(c4ccc([N+](=O)[O-])cc4)c3C2(C)C)C(C)(C)c2ccccc21,0.7794125562337975,1
CC[N+]1=C(/C=C/C=C/C=C2\N(C(C)c3ccc([N+](=O)[O-])cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.778344384188435,1
CC[N+]1=C(/C=C/C=C/C=C2\N(C(C)O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7765897767152066,1
CC[N+]1=C(/C=C/C=C/C=C2\N(C(C)c3ccc(N(C)C)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7764928231336901,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2C=C1C=Cc2ccccc2N1C,0.775430620597622,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2c1ccc(OC)cc1,0.7750778451372919,1
CC[N+]1=C(C=CC=CC=C2N(CC=CC3=[N+](CC)c4ccccc4C3(C)C)c3ccccc3C2(C)C=CC2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7747351139222863,1
CCN1C(=CC=CC=CC2=[N+](CC)c3ccccc3C2(C)C=CC=C2N(CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7735298077679773,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(N(C)C)ccc3C2(C)C)C(C)(C)c2ccccc21,0.7725297450261618,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(C=CC=CC=C3C=C(c4ccccc4)Oc4cc(N(C)C)ccc43)ccc21,0.7724732490033286,1
CCN1/C(=C\C=C(\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C=CC=C2N(C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7717189841132245,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3c(cccc3C=Cc3c[nH]c4ccccc34)C2(C)C)C(C)(C)c2ccccc21,0.7716375300110869,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3c(cccc3c3ccc([N+](=O)[O-])cc3)C2(C)C)C(C)(C)c2ccccc21,0.7711393715079424,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(C=CC=CC=C3C=C(c4ccccc4)Oc4cc(N(C)C)ccc43)cc21,0.769787728517694,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cccc(c4ccc(N)cc4)c3C2(C)C)C(C)(C)c2ccccc21,0.7682639224722175,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(c4ccc(N(C)C)cc4)cc3C2(C)C)C(C)(C)c2ccccc21,0.7674676020587664,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(O)cc21,0.7634587751155881,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(c4ccc([N+](=O)[O-])cc4)cc3C2(C)C)C(C)(C)c2ccccc21,0.7625035621914205,1
CCN1/C(=C\C=C\C=C(\C2=[N+](CC)c3ccccc3C2(C)C)C=Cc2ccc(OC)cc2OC)C(C)(C)c2ccccc21,0.7608491839271898,1
CCN1C(=CC=CC=CC[N+]2=C(C=CC=CC=C3N(CC)c4ccccc4C3(C)C)C(C)(C)c3ccccc32)C(C)(C)c2ccccc21,0.7604403913117652,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CN(C)C)C(C)(C)c2ccccc21,0.7595962352157332,1
CCN1/C(=C\C=C\C(=C\C2=[N+](CC)c3ccccc3C2(C)C)C=CC=CC=C2C=C(c3ccccc3)Oc3cc(N(C)C)ccc32)C(C)(C)c2ccccc21,0.7589607123999031,1
CCN1/C(=C\C=C(\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C=CC=C2C=Cc3ccccc3N2C)C(C)(C)c2ccccc21,0.7568324540232916,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(C=C3N(C)c4ccccc4C3(C)C)c21,0.7540830194718511,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(N(C)C)cc3C2(C)C)C(C)(C)c2ccccc21,0.7533021833805315,1
CCN1C(=CC(C)N2/C(=C\C=C\C=C\C3=[N+](CC)c4ccccc4C3(C)C)C(C)(C)c3ccccc32)Sc2ccccc21,0.7531558482420064,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2c1ccc(N)cc1,0.75204967946457,1
CCN1C(=CC=CC=CC2=[N+](CC)c3ccccc3C2(C)C)C(C)(C=CC2=[N+](CC)c3ccccc3C2(C)C)c2ccccc21,0.7505531815725868,1
CC[N+]1=C(/C=C/C=C/C=C2\N(C(C)c3ccc(N)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.748996285317082,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CC=CC=C2C=Cc3ccccc3N2C)C(C)(C)c2ccccc21,0.7480964268893121,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CO)C(C)(C)c2ccccc21,0.747834984688635,1
CCN1C(=CC=CC=CC2=[N+](CC)c3ccccc3C2(C)C)C(C=CC2=[N+](CC)c3ccccc3C2(C)C)(C=CC2=[N+](CC)c3ccccc3C2(C)C)c2ccccc21,0.7475285729456115,1
C#Cc1ccc(c2ccc3c(c2)C(C)(C)/C(=C/C=C/C=C/C2=[N+](CC)c4ccccc4C2(C)C)N3CC)cc1,0.7471190743258226,1
CCN1/C(=C\C=C\C=C(\C2=[N+](CC)c3ccccc3C2(C)C)C=Cc2c[nH]c3ccccc23)C(C)(C)c2ccccc21,0.7456776721735361,1
CCN1C(=CC=CC=CC2=[N+](CC=CC=C3N(CC)c4ccccc4C3(C)C)c3ccccc3C2(C)C=CC=C2N(CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7452022682936801,1
CCN1/C(=C\C=C(\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C=CC=C2C=C(c3ccccc3)Oc3cc(N(C)C)ccc32)C(C)(C)c2ccccc21,0.745075023870413,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3c(cccc3c3ccc(N)cc3)C2(C)C)C(C)(C)c2ccccc21,0.7442400370100435,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(c3ccc(-c4ccc(N(C)C)cc4)s3)ccc21,0.7438865595603654,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(C=Cc3ccc(OC)cc3OC)c21,0.7414362995787938,1
CC[N+]1=C(/C=C/C=C/C=C2\N(CCC=Cc3ccc(N(C)C)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7399494334648268,1
CCN1C(=CC=CC=CC2=[N+](CC)c3ccccc3C2(C)C=C2N(CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7392765328941538,1
CCN1/C(=C\C=C\C=C\C2=[N+](CCc3ccc([N+](=O)[O-])cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7392068783441611,1
CCN1C(=CC=CC=CC2=[N+](CC=CC=C3N(CC)c4ccccc4C3(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7390546359877922,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2C=Cc1c[nH]c2ccccc12,0.7389000946605008,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(c3ccc(OC)cc3)ccc21,0.7365651476670527,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)Cc2ccc(N)cc2)C(C)(C)c2ccccc21,0.7359742167473138,1
CCN1/C(=C\C=C\C=C\C2=[N+](CCc3ccc(-c4ccc(N(C)C)cc4)s3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7358975730635116,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cccc(C=Cc4ccc(N(C)C)cc4)c3C2(C)C)C(C)(C)c2ccccc21,0.735862980724499,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(O)ccc3C2(C)C)C(C)(C)c2ccccc21,0.7339642355538084,1
CCN1/C(=C\C=C\C=C\C2=[N+](CCc3ccc(N(C)C)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.73331169725641,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2C=CCl,0.7323636624324193,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(c3ccc(N(C)C)cc3)ccc21,0.7293199902030146,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cccc(c4ccc(-c5ccc(N(C)C)cc5)s4)c3C2(C)C)C(C)(C)c2ccccc21,0.727139559611963,1
CCN1C(=CCC[N+]2=C(/C=C/C=C/C=C3\N(CC)c4ccccc4C3(C)C)C(C)(C)c3ccccc32)Sc2ccccc21,0.7255568266779394,1
CC[N+]1=C(/C=C/C=C/C=C2\N(CCC=CN(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7194565136875072,1
CC[N+]1=C(/C=C/C=C/C=C2\N(C(C)Cl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7168771549024591,1
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)C=Cc3ccc(N4c5ccccc5CCc5ccccc54)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.7144991656402536,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cccc(C=CN(C)C)c3C2(C)C)C(C)(C)c2ccccc21,0.7123983716933346,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(c4ccc(N)cc4)cc3C2(C)C)C(C)(C)c2ccccc21,0.7095001938778287,1
CCN1/C(=C\C=C\C=C\C2=[N+](CCC=CCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.699468623823019,1
CC[N+]1=C(/C=C/C=C/C=C2\N(C(C)N(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6992952673116655,1
CCN1C(=CC=CC=CC2=[N+](CC)c3ccccc3C2(C=CC=C2N(CC)c3ccccc3C2(C)C)C=CC=C2N(CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6987948847569544,1
C#Cc1ccc(c2ccc3c(c2)N(CC)/C(=C\C=C\C=C\C2=[N+](CC)c4ccccc4C2(C)C)C3(C)C)cc1,0.6961799244803525,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(c3ccc([N+](=O)[O-])cc3)ccc21,0.695194467735384,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2c1ccc(-c2ccc(N(C)C)cc2)s1,0.6943141838061284,1
CCN1C(=CC=CC(C)N2/C(=C\C=C\C=C\C3=[N+](CC)c4ccccc4C3(C)C)C(C)(C)c3ccccc32)Sc2ccccc21,0.6942994111856474,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(C=C4C=Cc5ccccc5N4C)cc3C2(C)C)C(C)(C)c2ccccc21,0.6925711104571834,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(O)ccc21,0.6911149174865181,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CC=Cc2ccc(N3c4ccccc4CCc4ccccc43)cc2)C(C)(C)c2ccccc21,0.6846427688411597,1
CCN1/C(=C\C=C\C=C\C2=[N+](CCc3ccc(N)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6845243663825014,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(C=Cc4ccc(N(C)C)cc4)ccc3C2(C)C)C(C)(C)c2ccccc21,0.6830595195247503,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(c3ccc(OC)cc3)cc21,0.6814494062996935,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(C=C3C=Cc4ccccc4N3C)ccc21,0.680850365256738,1
CCN1C(=CC=CC=CC2=[N+](CC=C3N(CC)c4ccccc4C3(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6752082900502784,1
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)C=C3C=Cc4ccccc4N3C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6731605589249645,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CCl)C(C)(C)c2ccccc21,0.6683302337210275,1
CC[N+]1=C(/C=C/C=C/C=C2\N(C(C)C=CCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.667510207749231,1
C#Cc1ccc(c2cccc3c2N(CC)/C(=C\C=C\C=C\C2=[N+](CC)c4ccccc4C2(C)C)C3(C)C)cc1,0.6667581588167893,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(C=Cc4ccc(N(C)C)cc4)cc3C2(C)C)C(C)(C)c2ccccc21,0.6647152495976457,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(Cl)ccc3C2(C)C)C(C)(C)c2ccccc21,0.6624988654427847,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3c(cccc3C=Cc3ccc(N(C)C)cc3)C2(C)C)C(C)(C)c2ccccc21,0.6603684765998857,1
CCN1C(=CC=CC=CC2=[N+](CC=C3N(CC)c4ccccc4C3(C)C)c3ccccc3C2(C)C=C2N(CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6574495694422764,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(C=C3C=Cc4ccccc4N3C)cc21,0.6570211303548753,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(C=C4C=Cc5ccccc5N4C)ccc3C2(C)C)C(C)(C)c2ccccc21,0.6553897060877505,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(c3ccc(N)cc3)ccc21,0.6516045905455347,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2C=C1N(C)c2ccccc2C1(C)C,0.6510707736592566,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(C=Cc4ccc(OC)cc4OC)cc3C2(C)C)C(C)(C)c2ccccc21,0.6509200024084877,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2C=CN(C)C,0.6507680454054726,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(O)c21,0.6500031850338452,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cccc(C=C4N(C)c5ccccc5C4(C)C)c3C2(C)C)C(C)(C)c2ccccc21,0.6491730364605753,1
CCN1C(=CC=CC=CC2=[N+](C[N+]3=C(C=CC=CC=C4N(CC)c5ccccc5C4(C)C)C(C)(C)c4ccccc43)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6489707914493719,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2C=Cc1ccc(N(C)C)cc1,0.6485308566471931,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CC=Cc2ccc(OC)cc2OC)C(C)(C)c2ccccc21,0.6470830647086436,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(N(C)C)cc21,0.646467411308669,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(c3ccc(N(C)C)cc3)cc21,0.6458173596706699,1
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)c3ccc(OC)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6438764380354431,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(Cl)cc3C2(C)C)C(C)(C)c2ccccc21,0.6437539297924016,1
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C=CN3C(=CC=CC=CC4=[N+](CC)c5ccccc5C4(C)C)C(C=Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)(C=Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)c4ccccc43)cc21,0.6425006594460387,1
CCN1C(=CC=CCC[N+]2=C(/C=C/C=C/C=C3\N(CC)c4ccccc4C3(C)C)C(C)(C)c3ccccc32)Sc2ccccc21,0.6407865832754857,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CC=Cc2c[nH]c3ccccc23)C(C)(C)c2ccccc21,0.6398301745447335,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(c3ccc([N+](=O)[O-])cc3)cc21,0.6323185587613517,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CC=CC=C2N(C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6321705674798931,1
CCN1C(=Cc2cccc3c2N(CC)/C(=C\C=C\C=C\C2=[N+](CC)c4ccccc4C2(C)C)C3(C)C)Sc2ccccc21,0.6273538275723363,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(c3ccc(OC)cc3)c21,0.6270741241609957,1
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)C=CC=C3N(C)c4ccccc4C3(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6242531926528423,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(N(C)C)ccc21,0.6212433347707064,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(c3ccc(N(C)C)cc3)c21,0.6202614245455526,1
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)C=C3N(C)c4ccccc4C3(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.6165753878554703,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3c(cccc3C=CCl)C2(C)C)C(C)(C)c2ccccc21,0.6146522304780228,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(C=Cc3c[nH]c4ccccc34)c21,0.607752593559933,1
CCN1/C(=C\C=C\C=C(\C2=[N+](CC)c3ccccc3C2(C)C)C=Cc2ccc(N(C)C)cc2)C(C)(C)c2ccccc21,0.6058357816063947,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(C=Cc4ccc(OC)cc4OC)ccc3C2(C)C)C(C)(C)c2ccccc21,0.6025840701621435,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3c(cccc3C=C3N(C)c4ccccc4C3(C)C)C2(C)C)C(C)(C)c2ccccc21,0.6000965580099414,1
CCN1C(=CC=CC(/C=C/C=C/C2=[N+](CC)c3ccccc3C2(C)C)=C2/N(CC)c3ccccc3C2(C)C)Sc2ccccc21,0.5910014186122265,1
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)C=Cc3ccc(OC)cc3OC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.5903989375163222,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3c(cccc3Cl)C2(C)C)C(C)(C)c2ccccc21,0.5903264063500453,1
CC[N+]1=C(/C=C/C=C/C=C2\N(C(C)C=Cc3ccc(N(C)C)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.5899881171675179,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(C=Cc3ccc(N(C)C)cc3)ccc21,0.5897091658180478,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(C=CCl)c21,0.5884065016728808,1
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C=CN3C(=CC=CC=CC4=[N+](CC)c5ccccc5C4(C)C=Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)C(C)(C=Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)c4ccccc43)cc21,0.5845997593319906,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(c3ccc(N)cc3)cc21,0.5791734911252543,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(c3ccc([N+](=O)[O-])cc3)c21,0.5743390189335046,1
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C=CN3C(=CC=CC=CC4=[N+](CC)c5ccccc5C4(C)C)C(C)(C=CC=CC4=[N+](CC)c5ccccc5C4(C)C)c4ccccc43)cc21,0.5677032201109247,1
C#Cc1ccc(C(C)[N+]2=C(/C=C/C=C/C=C3\N(CC)c4ccccc4C3(C)C)C(C)(C)c3ccccc32)cc1,0.5615361071441303,1
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)c3ccc(N(C)C)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.5606688956799754,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(C=Cc3ccc(N(C)C)cc3)cc21,0.5591244872430021,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cccc(Cl)c3C2(C)C)C(C)(C)c2ccccc21,0.5575322410623974,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cccc(c3ccc(N)cc3)c21,0.5521259143408375,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CC=C2N(C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.5500402458212941,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(C=C4N(C)c5ccccc5C4(C)C)cc3C2(C)C)C(C)(C)c2ccccc21,0.5492449956534188,1
CCN1/C(=C\C=C\C=C\C2=[N+](CCC=CN(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.5473963785059226,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(C=C3N(C)c4ccccc4C3(C)C)ccc21,0.5467172343356232,1
CCN1/C(=C\C=C\C(=C\C2=[N+](CC)c3ccccc3C2(C)C)C=Cc2ccc(N3c4ccccc4CCc4ccccc43)cc2)C(C)(C)c2ccccc21,0.5451656006573257,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(C=CC=C4C=C(c5ccccc5)Oc5cc(N(C)C)ccc54)cc3C2(C)C)C(C)(C)c2ccccc21,0.5449377969171192,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(C=Cc4c[nH]c5ccccc45)cc3C2(C)C)C(C)(C)c2ccccc21,0.5437833931611885,1
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)C=Cc3c[nH]c4ccccc34)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.5360923933000801,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(C=Cc4c[nH]c5ccccc45)ccc3C2(C)C)C(C)(C)c2ccccc21,0.5354408404953295,1
CCN1C(=Cc2cccc3c2C(C)(C)C(/C=C/C=C/C=C2\N(CC)c4ccccc4C2(C)C)=[N+]3CC)Sc2ccccc21,0.5294852070317613,1
CCN1/C(=C\C=C\C=C(\C2=[N+](CC)c3ccccc3C2(C)C)C=C2C=Cc3ccccc3N2C)C(C)(C)c2ccccc21,0.5280769551702621,1
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C=CN3C(=CC=CC=CC4=[N+](CC)c5ccccc5C4(C)C)C(C)(C=Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)c4ccccc43)cc21,0.5246081707675968,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(C=CCl)cc3C2(C)C)C(C)(C)c2ccccc21,0.5242256374231394,1
CCN1C(=Cc2ccc3c(c2)[N+](CC)=C(/C=C/C=C/C=C2\N(CC)c4ccccc4C2(C)C)C3(C)C)Sc2ccccc21,0.5214846569103742,1
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C=CN3C(=CC=CC=CC4=[N+](CC)c5ccccc5C4(C)C=Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)C(C)(C)c4ccccc43)cc21,0.5202613780118819,1
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C=CC[N+]3=C(C=CC=CC=C4N(C=Cc5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5ccccc5-6)c5ccccc5C4(C)C=Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)C(C)(C)c4ccccc43)cc21,0.5196079850269552,1
CCN1C(=Cc2ccc3c(c2)N(CC)/C(=C\C=C\C=C\C2=[N+](CC)c4ccccc4C2(C)C)C3(C)C)Sc2ccccc21,0.5132606625833417,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(C=CC=C4C=C(c5ccccc5)Oc5cc(N(C)C)ccc54)ccc3C2(C)C)C(C)(C)c2ccccc21,0.5056167001619415,1
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccc(C=C3N(C)c4ccccc4C3(C)C)cc21,0.49780702610388283,0
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C=CC[N+]3=C(C=CC=CC=C4N(C=Cc5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5ccccc5-6)c5ccccc5C4(C)C)C(C)(C=Cc4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4ccccc4-5)c4ccccc43)cc21,0.4913444970010749,0
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)CC=CCl)C(C)(C)c2ccccc21,0.48901667819279104,0
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3cc(C=C4N(C)c5ccccc5C4(C)C)ccc3C2(C)C)C(C)(C)c2ccccc21,0.487300925350872,0
CCN1C(=Cc2cccc3c2[N+](CC)=C(/C=C/C=C/C=C2\N(CC)c4ccccc4C2(C)C)C3(C)C)Sc2ccccc21,0.48667603503278867,0
CCN1/C(=C\C=C\C=C\C2=[N+](C(C)c3ccc(N)cc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,0.48206567405619427,0
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2Cl,0.4808748250514015,0
